date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country
2014-04-16,721877,1,4.0,4286,37258,3.0,0,0,5,2673,1613,1925,0,527 Main St,Duvall,WA 98077,USA
2014-04-17,425722,2,1.0,1035,181029,3.0,0,0,4,922,113,1983,1994,6946 Oak St,Bellevue,WA 98198,USA
2014-04-17,391709,8,1.5,854,112466,3.0,0,0,5,729,125,1990,0,7529 Oak St,North Bend,WA 98033,USA
2014-04-17,730945,6,3.5,4042,150353,2.5,0,0,4,2565,1477,1964,0,3785 Main St,Issaquah,WA 98187,USA
2014-04-17,951222,7,2.0,5523,78264,3.0,0,0,4,3030,2493,1973,0,9103 Main St,Seattle,WA 98209,USA
2014-04-17,372174,3,3.0,1482,183403,1.5,0,0,3,741,741,1973,0,7408 Elm St,Edmonds,WA 98110,USA
2014-04-17,946748,1,2.5,6613,177752,2.5,0,1,3,5279,1334,1960,0,3826 Main St,Kent,WA 98143,USA
2014-04-17,1074370,5,2.0,6748,170795,2.5,0,0,3,4087,2661,1956,0,2659 Pine St,Duvall,WA 98187,USA
2014-04-18,484502,7,1.5,1845,142234,3.0,0,0,3,934,911,2017,0,4379 Main St,Kenmore,WA 98165,USA
2014-04-18,947181,7,1.0,6191,109877,3.0,0,0,5,4207,1984,1900,2017,8637 Oak St,Renton,WA 98022,USA
2014-04-18,1005173,6,4.0,6502,183167,2.5,0,0,3,6378,124,1931,0,8761 Main St,Kirkland,WA 98154,USA
2014-04-18,725157,6,3.5,3509,12338,2.0,0,0,3,2965,544,2014,0,6567 Main St,Kent,WA 98033,USA
2014-04-18,465668,5,2.0,1026,12675,2.0,0,3,4,953,73,1931,0,6527 Oak St,Kenmore,WA 98044,USA
2014-04-18,1111979,6,4.0,7147,90606,3.0,0,0,3,4090,3057,2006,0,4268 Pine St,Kent,WA 98176,USA
2014-04-19,1174074,1,4.0,7752,21080,2.0,0,0,1,4160,3592,1926,0,5346 Elm St,Kenmore,WA 98066,USA
2014-04-19,451524,5,3.0,1430,14936,1.5,0,0,3,723,707,1912,0,9188 Oak St,North Bend,WA 98165,USA
2014-04-19,758411,8,3.5,3256,11019,1.5,0,0,4,3183,73,1916,0,8622 Main St,Renton,WA 98143,USA
2014-04-19,528501,5,1.5,2782,199354,1.5,0,0,3,1808,974,1927,0,6540 Pine St,Bellevue,WA 98165,USA
2014-04-19,534525,2,3.5,2446,181753,2.5,0,2,3,1784,662,1988,0,680 Pine St,Issaquah,WA 98066,USA
2014-04-19,733673,3,3.5,4427,89304,2.5,0,0,3,3086,1341,1951,0,1594 Main St,Bellevue,WA 98088,USA
2014-04-20,887506,7,1.0,5882,5486,2.5,0,0,3,5089,793,2013,2015,8246 Main St,Shoreline,WA 98033,USA
2014-04-20,1189269,2,2.5,7673,83021,2.5,0,1,3,5025,2648,1935,2005,1003 Elm St,Auburn,WA 98110,USA
2014-04-20,594182,3,4.0,3041,119411,2.5,0,0,5,2334,707,1946,0,6814 Main St,Auburn,WA 98011,USA
2014-04-20,542255,5,1.5,2416,151184,3.0,0,0,3,2410,6,1965,0,2951 Pine St,Bothell,WA 98121,USA
2014-04-20,649530,7,1.0,3860,52697,2.0,0,0,2,2787,1073,1931,0,6064 Oak St,Auburn,WA 98121,USA
2014-04-20,529071,6,4.0,2093,56998,3.0,0,0,5,1623,470,1931,0,8460 Oak St,Duvall,WA 98033,USA
2014-04-21,681668,3,2.5,3425,110537,2.0,0,0,4,2573,852,1969,2012,670 Oak St,Edmonds,WA 98187,USA
2014-04-21,722466,5,1.0,4125,98816,3.0,0,0,3,3719,406,2017,0,9633 Oak St,Bothell,WA 98066,USA
2014-04-21,938551,5,2.5,5969,27576,1.5,0,0,3,3780,2189,1994,0,7767 Main St,Auburn,WA 98000,USA
2014-04-21,722930,2,2.5,1723,182172,1.0,1,3,4,1008,715,1954,0,8244 Elm St,Bothell,WA 98132,USA
2014-04-21,682066,2,2.5,2459,109064,2.5,0,3,3,2156,303,1972,0,9291 Elm St,Mercer Island,WA 98055,USA
2014-04-21,1103216,6,1.0,7610,82238,1.0,0,2,3,5386,2224,2006,0,889 Pine St,Kirkland,WA 98055,USA
2014-04-21,610354,8,3.5,1465,153392,1.0,0,3,3,1401,64,2015,0,4548 Pine St,Mercer Island,WA 98121,USA
2014-04-22,877675,4,2.5,5559,126885,1.5,0,0,3,4569,990,1979,1991,3705 Elm St,Kirkland,WA 98077,USA
2014-04-22,905630,1,3.5,5492,66729,1.0,0,0,4,4295,1197,1988,0,4789 Elm St,Redmond,WA 98198,USA
2014-04-22,1249371,4,4.0,5954,91853,1.0,1,0,3,3186,2768,1939,2000,496 Oak St,Redmond,WA 98044,USA
2014-04-22,795387,4,4.0,4178,122992,1.5,0,2,1,3614,564,1927,0,8262 Oak St,Woodinville,WA 98187,USA
2014-04-22,802072,7,1.5,4812,30144,2.0,0,0,4,4056,756,1980,0,7341 Pine St,Duvall,WA 98044,USA
2014-04-22,357023,8,3.0,1122,126143,3.0,0,0,3,920,202,1930,1986,7683 Pine St,Duvall,WA 98099,USA
2014-04-23,869529,7,3.5,4948,189398,1.0,0,2,3,3136,1812,2018,0,5121 Pine St,Renton,WA 98000,USA
2014-04-23,1043403,6,4.0,5287,78148,2.5,0,2,3,5146,141,1986,0,787 Elm St,Woodinville,WA 98099,USA
2014-04-23,1167806,7,3.0,7318,20307,1.5,0,2,4,4835,2483,1930,0,5549 Main St,Kent,WA 98044,USA
2014-04-23,975580,3,2.5,5226,61598,1.0,1,0,3,3010,2216,1925,1993,6154 Oak St,Issaquah,WA 98121,USA
2014-04-23,624951,6,3.0,2872,151695,2.0,0,0,4,2853,19,1903,2010,782 Pine St,Seattle,WA 98066,USA
2014-04-23,670695,6,3.0,3448,152321,2.0,0,0,3,3010,438,2002,0,8622 Pine St,Renton,WA 98088,USA
2014-04-24,790004,5,2.5,3799,92810,2.5,0,0,4,2687,1112,2006,0,9482 Oak St,Burien,WA 98121,USA
2014-04-24,410611,5,3.5,1668,103870,1.0,0,0,4,1614,54,2006,0,4041 Oak St,Federal Way,WA 98000,USA
2014-04-24,1044540,5,2.5,6951,73131,2.5,0,0,4,3792,3159,2006,0,5022 Main St,Lynnwood,WA 98110,USA
2014-04-24,809591,1,1.5,5249,95138,2.0,0,0,3,2854,2395,1957,0,6993 Oak St,Bellevue,WA 98154,USA
2014-04-24,1118703,3,2.0,6928,170449,2.0,0,0,3,5828,1100,2016,1992,6593 Pine St,Kenmore,WA 98011,USA
2014-04-24,274187,3,1.0,891,184437,3.0,0,1,3,524,367,2016,0,6165 Pine St,Lynnwood,WA 98209,USA
2014-04-24,821520,5,2.5,4309,104412,2.0,0,3,3,4130,179,1978,1992,4409 Oak St,Shoreline,WA 98066,USA
2014-04-25,639385,4,2.5,2907,35551,1.5,0,0,3,2674,233,2000,0,8398 Pine St,Burien,WA 98121,USA
2014-04-25,844159,1,3.0,5364,43926,3.0,0,0,3,3503,1861,2001,0,6617 Pine St,Edmonds,WA 98187,USA
2014-04-25,824082,4,1.5,5392,91214,2.5,0,0,5,5092,300,1922,0,7583 Pine St,Edmonds,WA 98022,USA
2014-04-25,1100095,2,4.0,5527,88750,2.0,1,0,4,2882,2645,1968,0,9316 Pine St,Auburn,WA 98066,USA
2014-04-25,1271599,3,4.0,6566,39599,1.5,1,1,2,5084,1482,2004,0,5330 Main St,Bothell,WA 98110,USA
2014-04-25,777632,3,3.0,4760,110490,3.0,0,1,3,4606,154,1959,0,1397 Oak St,Kenmore,WA 98187,USA
2014-04-26,899579,4,3.5,5328,94330,1.5,0,2,4,4942,386,1942,0,415 Oak St,Kirkland,WA 98121,USA
2014-04-26,312155,1,2.5,1080,23593,3.0,0,0,3,732,348,1988,0,8844 Oak St,Seattle,WA 98055,USA
2014-04-26,467781,3,2.5,1320,192406,3.0,0,3,3,780,540,1993,1997,9358 Oak St,Mercer Island,WA 98044,USA
2014-04-26,381390,4,3.0,1747,110865,3.0,0,0,3,1057,690,2018,0,9565 Pine St,Kenmore,WA 98000,USA
2014-04-26,443424,6,2.5,623,191965,2.5,0,0,3,471,152,1925,2018,5908 Elm St,Redmond,WA 98121,USA
2014-04-26,1060135,6,3.5,6567,174708,3.0,0,0,4,5243,1324,1966,0,6668 Elm St,North Bend,WA 98110,USA
2014-04-27,967782,7,2.0,4939,172435,3.0,0,2,5,2550,2389,2015,0,4066 Pine St,Edmonds,WA 98033,USA
2014-04-27,406967,1,1.0,2374,188031,1.5,0,0,3,1677,697,1967,0,698 Elm St,Edmonds,WA 98187,USA
2014-04-27,420737,4,1.0,1023,133192,3.0,0,0,3,936,87,1954,0,9761 Main St,Lynnwood,WA 98033,USA
2014-04-27,686552,7,1.0,3623,148563,2.5,0,0,3,2616,1007,1946,0,2721 Elm St,Lynnwood,WA 98176,USA
2014-04-27,830952,6,2.0,4724,44638,1.5,0,0,4,2761,1963,1981,0,9997 Oak St,Bellevue,WA 98011,USA
2014-04-27,844001,1,2.5,5754,171134,3.0,0,0,4,5624,130,1958,0,1279 Main St,Shoreline,WA 98011,USA
2014-04-27,1123606,8,3.0,7300,6193,1.5,0,0,3,4621,2679,2000,2007,9079 Pine St,Lynnwood,WA 98121,USA
2014-04-28,648754,7,4.0,3698,16213,2.5,0,0,4,3325,373,1974,0,453 Oak St,Duvall,WA 98055,USA
2014-04-28,657702,8,1.5,3285,80766,1.5,0,1,3,1960,1325,1974,0,4214 Oak St,Sammamish,WA 98099,USA
2014-04-28,1104053,5,2.5,7582,149259,2.5,0,0,2,5395,2187,1999,0,5227 Elm St,Redmond,WA 98165,USA
2014-04-28,467647,1,2.0,2618,142112,2.0,0,0,4,1950,668,1915,2017,9765 Elm St,Edmonds,WA 98143,USA
2014-04-28,1143456,2,3.5,6916,198374,3.0,0,0,3,5189,1727,1957,2013,5592 Oak St,Lynnwood,WA 98066,USA
2014-04-28,496411,5,2.0,1710,30949,2.5,0,2,3,1296,414,2006,0,5872 Pine St,Auburn,WA 98198,USA
2014-04-29,425487,7,4.0,1526,135599,3.0,0,0,4,934,592,1988,0,2604 Oak St,Edmonds,WA 98176,USA
2014-04-29,867835,4,1.0,5904,103433,2.5,0,1,2,4474,1430,1900,0,5666 Elm St,Shoreline,WA 98088,USA
2014-04-29,997759,5,2.5,4617,150829,1.0,1,0,3,3420,1197,1989,0,1843 Oak St,Woodinville,WA 98132,USA
2014-04-29,731514,5,4.0,4761,26412,1.0,0,0,3,2877,1884,1944,0,6019 Main St,Issaquah,WA 98044,USA
2014-04-29,1093479,7,1.0,5929,146384,1.0,0,4,3,5893,36,1993,0,7090 Pine St,Redmond,WA 98044,USA
2014-04-29,1050550,4,1.5,7518,154191,2.5,0,0,2,7012,506,2014,0,3187 Main St,Duvall,WA 98099,USA
2014-04-30,947750,4,3.5,6096,143876,3.0,0,0,2,5753,343,1905,0,9731 Main St,Edmonds,WA 98099,USA
2014-04-30,406938,6,1.0,997,186058,1.0,0,0,4,840,157,1990,1999,6721 Main St,Renton,WA 98066,USA
2014-04-30,758773,2,1.5,5029,47545,3.0,0,0,5,2916,2113,1951,0,3141 Main St,Kent,WA 98154,USA
2014-04-30,581332,4,2.0,3305,77519,2.5,0,0,3,2591,714,1918,0,9931 Pine St,Sammamish,WA 98066,USA
2014-04-30,1154382,3,1.0,6877,162071,3.0,0,3,3,6263,614,2001,1990,5395 Oak St,Kenmore,WA 98154,USA
2014-04-30,952542,3,1.0,5432,97093,3.0,0,3,4,2821,2611,2008,0,1757 Main St,Sammamish,WA 98022,USA
2014-04-30,537185,2,3.0,2193,171830,1.0,0,0,5,1640,553,1942,0,2652 Pine St,Federal Way,WA 98198,USA
2014-05-01,807389,1,3.5,5258,95324,1.5,0,0,3,3670,1588,1918,1986,4768 Pine St,Kenmore,WA 98099,USA
2014-05-01,459670,7,3.5,1224,4768,2.0,0,2,4,741,483,1938,0,9240 Main St,Shoreline,WA 98154,USA
2014-05-01,285072,1,4.0,875,2504,2.5,0,0,3,602,273,2007,0,6857 Main St,North Bend,WA 98022,USA
2014-05-01,1083331,3,2.0,7373,68986,2.5,0,0,5,7312,61,1931,0,6343 Oak St,Kirkland,WA 98055,USA
2014-05-01,1175304,4,3.0,7913,117721,2.5,0,1,3,6818,1095,2011,0,3648 Main St,Kent,WA 98121,USA
2014-05-01,874001,2,4.0,4898,9002,2.0,0,1,5,3182,1716,1964,0,3520 Pine St,Redmond,WA 98154,USA
2014-05-02,516746,1,1.5,2952,76427,1.5,0,1,3,2369,583,1988,0,4454 Oak St,Burien,WA 98055,USA
2014-05-02,733771,1,4.0,4359,39787,3.0,0,1,5,2717,1642,1946,0,8232 Main St,Shoreline,WA 98132,USA
2014-05-02,678778,8,1.5,2186,14898,2.5,0,4,3,1760,426,1912,0,6563 Pine St,Woodinville,WA 98198,USA
2014-05-02,997505,7,2.0,5303,142544,3.0,0,0,3,5027,276,1973,0,4144 Main St,Edmonds,WA 98022,USA
2014-05-02,973130,5,3.5,5512,81800,1.0,0,3,4,4290,1222,1981,0,907 Pine St,Kirkland,WA 98077,USA
2014-05-02,981110,3,1.5,6664,110023,1.0,0,0,4,5775,889,1935,1980,8909 Pine St,Edmonds,WA 98077,USA
2014-05-03,324102,4,2.0,756,164704,1.0,0,0,4,549,207,1985,1994,2246 Oak St,Bellevue,WA 98209,USA
2014-05-03,817400,2,4.0,4994,127718,2.5,0,0,3,3805,1189,1969,0,120 Elm St,Edmonds,WA 98154,USA
2014-05-03,929517,1,1.5,4100,34743,2.0,1,1,4,3474,626,1926,0,5914 Elm St,Mercer Island,WA 98033,USA
2014-05-03,313629,7,2.5,550,175458,2.5,0,0,5,498,52,1971,0,802 Main St,Mercer Island,WA 98198,USA
2014-05-03,1035831,5,1.0,7090,131864,1.0,0,2,1,5882,1208,1923,2015,2455 Main St,Kenmore,WA 98022,USA
2014-05-03,1193484,3,4.0,7937,175460,1.0,0,0,3,7847,90,1919,0,6701 Main St,Federal Way,WA 98132,USA
2014-05-04,1210756,3,3.5,7470,153395,2.5,0,0,4,6797,673,1985,0,4716 Main St,Duvall,WA 98077,USA
2014-05-04,611178,7,4.0,1094,173391,2.0,1,1,4,972,122,1908,0,6878 Elm St,Kent,WA 98165,USA
2014-05-04,1012836,8,2.5,5413,199831,2.0,0,3,4,4993,420,2018,0,3283 Elm St,Burien,WA 98132,USA
2014-05-04,864142,2,2.0,5231,17868,3.0,0,1,4,3351,1880,2003,0,6199 Pine St,Renton,WA 98022,USA
2014-05-04,783421,1,2.0,4373,3080,1.5,0,0,4,3131,1242,2019,0,7153 Main St,Issaquah,WA 98165,USA
2014-05-04,1308593,2,4.0,7929,145848,1.0,0,3,4,6202,1727,2013,0,6571 Elm St,North Bend,WA 98088,USA
2014-05-04,756123,7,2.5,3936,198303,2.0,0,1,5,2877,1059,1938,0,7505 Elm St,Bellevue,WA 98143,USA
2014-05-05,468708,7,4.0,1572,187524,1.0,0,0,4,1452,120,1982,0,1810 Main St,Shoreline,WA 98132,USA
2014-05-05,943939,2,1.0,6248,185884,1.5,0,0,4,3208,3040,2018,0,9155 Main St,Issaquah,WA 98066,USA
2014-05-05,896166,6,1.0,5737,64271,1.0,0,0,2,3468,2269,2013,1994,6795 Oak St,Renton,WA 98154,USA
2014-05-05,578037,5,3.0,1976,78585,2.0,0,3,3,1859,117,1900,0,6631 Oak St,Seattle,WA 98066,USA
2014-05-05,1034385,3,1.5,5370,190614,3.0,1,0,3,2843,2527,1910,0,1978 Main St,Issaquah,WA 98055,USA
2014-05-05,820068,6,3.0,3520,125147,2.5,0,0,4,2159,1361,2004,0,8124 Elm St,Issaquah,WA 98011,USA
2014-05-06,1170509,4,1.0,6566,16628,2.5,0,3,3,4436,2130,2005,2010,6395 Pine St,Bothell,WA 98088,USA
2014-05-06,416277,3,2.5,2164,126850,2.0,0,0,2,1894,270,1973,2004,4017 Elm St,Kirkland,WA 98176,USA
2014-05-06,938535,3,1.5,4992,140337,2.0,0,3,3,3894,1098,1900,0,151 Pine St,Auburn,WA 98044,USA
2014-05-06,534412,5,2.5,3230,156743,1.5,0,0,4,3156,74,1990,0,1393 Pine St,Burien,WA 98121,USA
2014-05-06,1134609,4,3.0,7694,129872,1.0,0,0,4,4723,2971,1980,0,6493 Oak St,Redmond,WA 98000,USA
2014-05-06,1069683,1,2.0,7354,13460,1.5,0,0,5,6883,471,2007,1988,4791 Pine St,Duvall,WA 98099,USA
2014-05-07,477553,4,2.5,1895,4477,2.5,0,3,3,1215,680,1943,0,598 Elm St,Mercer Island,WA 98110,USA
2014-05-07,736345,1,3.0,4397,3202,1.0,0,1,3,2738,1659,1950,0,7370 Elm St,Renton,WA 98165,USA
2014-05-07,930335,8,3.0,5716,114846,1.5,0,3,3,4282,1434,1916,0,569 Pine St,Kirkland,WA 98143,USA
2014-05-07,957793,8,3.0,5124,90410,2.5,0,1,3,2744,2380,2002,0,1772 Oak St,Issaquah,WA 98077,USA
2014-05-07,943642,4,2.0,5280,107753,1.0,0,0,4,3654,1626,2018,0,3734 Main St,Bellevue,WA 98176,USA
2014-05-07,716096,2,2.0,4545,12850,3.0,0,0,3,3080,1465,2006,0,6380 Elm St,North Bend,WA 98187,USA
2014-05-07,603319,7,4.0,3160,152881,3.0,0,0,1,1832,1328,2019,0,9431 Elm St,Auburn,WA 98121,USA
2014-05-08,463237,4,2.0,2733,134878,1.5,0,0,3,2542,191,1965,0,7608 Main St,Kirkland,WA 98176,USA
2014-05-08,1442049,6,1.5,7339,139235,2.0,1,3,3,5085,2254,2011,0,3966 Elm St,Edmonds,WA 98143,USA
2014-05-08,1006732,6,2.0,6858,95368,1.0,0,0,1,6796,62,1922,0,1109 Main St,Issaquah,WA 98165,USA
2014-05-08,983292,5,2.0,3822,1185,1.5,1,1,3,3630,192,1940,0,8766 Elm St,Kenmore,WA 98143,USA
2014-05-08,1160667,7,2.0,6859,25718,2.0,0,4,3,4097,2762,1958,0,8326 Pine St,Issaquah,WA 98088,USA
2014-05-08,985236,7,2.5,6672,188274,2.0,0,0,3,5021,1651,1973,0,265 Elm St,Duvall,WA 98033,USA
2014-05-09,800173,1,2.0,4697,157287,1.0,0,3,3,3761,936,2016,0,7916 Pine St,Bellevue,WA 98110,USA
2014-05-09,768271,3,1.5,4718,160397,1.0,0,0,4,4290,428,2005,0,6806 Elm St,Edmonds,WA 98055,USA
2014-05-09,867195,5,3.0,2601,19458,2.0,1,1,5,2452,149,1993,0,2736 Main St,Auburn,WA 98154,USA
2014-05-09,445160,6,2.5,1806,131293,2.5,0,0,3,1466,340,1998,0,6469 Oak St,Mercer Island,WA 98044,USA
2014-05-09,484313,6,1.0,2137,123342,1.5,0,0,4,1106,1031,1924,0,5188 Pine St,Duvall,WA 98110,USA
2014-05-09,410408,8,2.0,1640,148078,1.0,0,0,5,1214,426,1916,0,2163 Oak St,Shoreline,WA 98187,USA
2014-05-10,443956,1,4.0,1115,165041,2.0,0,4,3,1050,65,2009,0,1291 Main St,Federal Way,WA 98132,USA
2014-05-10,898815,6,4.0,5152,77820,2.5,0,2,3,4415,737,1918,1995,7275 Oak St,Renton,WA 98110,USA
2014-05-10,729443,6,3.0,4709,105014,3.0,0,0,3,4403,306,1981,0,5892 Pine St,Issaquah,WA 98143,USA
2014-05-10,1157323,1,3.0,7498,159727,2.0,0,4,3,6276,1222,1981,0,3557 Oak St,Kirkland,WA 98187,USA
2014-05-10,574205,6,2.5,2066,82234,2.5,0,0,4,1078,988,1945,2018,6775 Elm St,Duvall,WA 98198,USA
2014-05-10,1157572,3,4.0,7319,130282,3.0,0,3,1,7201,118,1934,2016,8612 Oak St,North Bend,WA 98154,USA
2014-05-10,496387,2,1.0,1476,10102,2.5,0,0,4,1415,61,1973,0,6131 Main St,Seattle,WA 98088,USA
2014-05-11,825331,5,3.5,5296,68107,1.0,0,0,2,2983,2313,1922,0,9591 Pine St,North Bend,WA 98077,USA
2014-05-11,579988,3,4.0,1816,127328,2.0,0,1,5,1010,806,2008,0,9969 Oak St,Kenmore,WA 98209,USA
2014-05-11,1187819,3,4.0,7862,153625,3.0,0,0,5,6050,1812,1985,2004,1840 Pine St,Federal Way,WA 98000,USA
2014-05-11,506537,2,1.5,2839,85079,2.5,0,0,5,2494,345,1943,2012,1564 Oak St,Edmonds,WA 98033,USA
2014-05-11,778479,8,3.5,4856,130169,3.0,0,0,4,3355,1501,1908,2018,5637 Pine St,Seattle,WA 98143,USA
2014-05-11,1411794,7,3.0,7874,95437,1.5,1,0,3,4473,3401,1931,0,3763 Elm St,Lynnwood,WA 98011,USA
2014-05-12,1117769,5,3.5,7207,80570,2.0,0,0,4,5443,1764,1989,0,8206 Pine St,Issaquah,WA 98165,USA
2014-05-12,649586,8,4.0,2596,93656,1.0,0,4,3,1736,860,1992,0,3570 Pine St,Renton,WA 98022,USA
2014-05-12,950741,8,3.0,5625,198937,3.0,0,0,4,3801,1824,1958,0,7166 Pine St,Auburn,WA 98077,USA
2014-05-12,283680,3,3.5,878,119301,2.5,0,0,3,722,156,1941,0,5078 Elm St,Kirkland,WA 98055,USA
2014-05-12,755783,6,3.0,3965,173492,3.0,0,0,3,3738,227,1961,1987,1529 Main St,Shoreline,WA 98165,USA
2014-05-12,1057261,8,3.0,6505,157454,2.5,0,1,5,5069,1436,1918,1980,5068 Pine St,Auburn,WA 98165,USA
2014-05-13,522954,2,2.5,2771,39795,3.0,0,1,1,2338,433,2011,1989,4986 Pine St,Redmond,WA 98066,USA
2014-05-13,495851,7,1.0,1546,52425,1.0,0,2,3,1283,263,1992,0,1008 Elm St,Seattle,WA 98132,USA
2014-05-13,533321,5,3.0,1507,58402,1.0,0,0,3,1168,339,2016,0,730 Oak St,Issaquah,WA 98132,USA
2014-05-13,1130529,4,1.5,7300,194611,2.0,0,0,4,4784,2516,1934,0,7259 Pine St,Woodinville,WA 98044,USA
2014-05-13,493458,1,4.0,609,104127,1.0,1,2,4,419,190,1975,1993,1391 Oak St,Kent,WA 98209,USA
2014-05-13,699605,6,4.0,3271,155531,3.0,0,3,4,2151,1120,1907,1984,8340 Oak St,Renton,WA 98187,USA
2014-05-13,701168,2,1.5,4383,50649,3.0,0,0,4,4202,181,1988,0,1855 Pine St,Kent,WA 98154,USA
2014-05-14,568560,1,2.0,3100,96117,1.0,0,0,3,2831,269,1990,0,2329 Elm St,Federal Way,WA 98187,USA
2014-05-14,945442,7,3.0,6018,178456,1.5,0,0,3,4752,1266,2010,0,1911 Elm St,Bellevue,WA 98011,USA
2014-05-14,788746,7,3.0,3743,188350,3.0,0,0,4,3578,165,1942,0,7014 Oak St,Shoreline,WA 98099,USA
2014-05-14,415820,4,3.0,1505,79156,2.0,0,1,4,1419,86,2018,1987,1599 Oak St,Mercer Island,WA 98132,USA
2014-05-14,840796,8,3.5,5293,168816,1.5,0,0,3,5101,192,1944,0,9094 Main St,Bellevue,WA 98187,USA
2014-05-14,1128892,3,3.0,7369,89340,1.0,0,0,1,4501,2868,1905,0,9559 Main St,North Bend,WA 98154,USA
2014-05-15,544545,3,3.0,805,31568,2.5,1,0,2,691,114,1912,0,8945 Elm St,Seattle,WA 98121,USA
2014-05-15,982624,5,1.5,6201,150063,3.0,0,0,3,4989,1212,1910,2012,9219 Pine St,Renton,WA 98154,USA
2014-05-15,1114713,2,1.0,6327,9912,2.5,1,0,3,5484,843,2001,0,7303 Main St,Burien,WA 98132,USA
2014-05-15,344184,2,1.0,1458,164599,2.0,0,0,3,921,537,1969,1986,5165 Elm St,Kenmore,WA 98187,USA
2014-05-15,505433,8,2.0,1453,51426,1.5,0,1,3,1231,222,1968,0,9456 Oak St,Burien,WA 98154,USA
2014-05-15,955744,7,1.5,5770,111363,2.5,0,0,3,4067,1703,1906,1994,2052 Main St,Auburn,WA 98110,USA
2014-05-16,624098,5,3.0,3168,152479,2.0,0,0,4,2905,263,1954,0,4155 Pine St,Edmonds,WA 98198,USA
2014-05-16,897028,8,1.0,4038,144416,2.5,1,0,4,3624,414,1954,0,7541 Main St,Issaquah,WA 98022,USA
2014-05-16,577874,1,2.5,3177,3355,2.5,0,0,3,1924,1253,1918,0,2165 Elm St,Redmond,WA 98066,USA
2014-05-16,1137464,3,2.5,7520,97429,2.0,0,0,3,4451,3069,2006,0,4023 Elm St,Kenmore,WA 98143,USA
2014-05-16,589689,3,2.5,2130,186805,3.0,1,0,5,1829,301,1905,0,4042 Elm St,Renton,WA 98143,USA
2014-05-16,492976,7,3.0,2291,198357,2.5,0,1,3,1776,515,1988,0,1975 Main St,Federal Way,WA 98132,USA
2014-05-17,551592,2,3.0,3103,177805,2.0,0,0,5,2416,687,1908,0,1895 Oak St,Woodinville,WA 98121,USA
2014-05-17,568730,7,2.0,2471,188987,2.5,0,2,3,2165,306,1919,0,6460 Main St,Lynnwood,WA 98088,USA
2014-05-17,353565,8,4.0,566,184788,3.0,0,0,4,524,42,1924,0,6737 Main St,Auburn,WA 98000,USA
2014-05-17,913591,2,2.0,5775,112151,2.0,0,0,3,3577,2198,1949,0,9580 Pine St,Burien,WA 98198,USA
2014-05-17,344295,5,2.0,1334,39526,2.5,0,1,1,1037,297,1971,0,2410 Main St,Bellevue,WA 98110,USA
2014-05-17,327928,8,3.5,705,19088,1.0,0,0,5,644,61,1949,0,2213 Oak St,Federal Way,WA 98198,USA
2014-05-17,691194,4,2.5,3333,66377,3.0,0,0,5,3121,212,2000,2019,9246 Pine St,Redmond,WA 98187,USA
2014-05-18,872745,1,3.0,4750,176477,2.5,0,0,3,3057,1693,1937,0,4964 Main St,Redmond,WA 98121,USA
2014-05-18,592612,6,2.5,2214,170914,1.5,0,0,5,1222,992,1965,1985,5058 Elm St,Seattle,WA 98000,USA
2014-05-18,426830,4,2.0,2032,62788,2.0,0,0,3,1252,780,1956,2019,7302 Elm St,Mercer Island,WA 98198,USA
2014-05-18,1060852,8,3.0,6191,52529,2.5,0,0,4,6022,169,1921,0,3466 Elm St,Mercer Island,WA 98209,USA
2014-05-18,1125049,4,1.5,6641,113833,3.0,0,4,3,4856,1785,1955,0,1476 Pine St,Auburn,WA 98176,USA
2014-05-18,636475,2,1.0,3645,104578,3.0,0,3,3,2585,1060,1935,1988,3224 Elm St,Burien,WA 98044,USA
2014-05-19,617903,2,1.0,3620,184455,1.5,0,0,4,1833,1787,1950,0,1771 Elm St,Renton,WA 98022,USA
2014-05-19,1218111,2,2.0,7426,40177,1.5,0,0,3,3902,3524,1967,0,9170 Oak St,Lynnwood,WA 98011,USA
2014-05-19,983398,4,4.0,6086,117903,2.5,0,0,1,5077,1009,2011,2017,5870 Oak St,Redmond,WA 98022,USA
2014-05-19,1032135,7,2.5,7228,40056,1.0,0,0,3,5745,1483,1900,0,1673 Main St,Renton,WA 98077,USA
2014-05-19,610815,1,1.5,1207,67421,3.0,1,2,3,950,257,1947,0,296 Elm St,Renton,WA 98165,USA
2014-05-19,976689,7,3.0,6530,165704,1.0,0,0,4,3625,2905,1932,0,1778 Main St,Duvall,WA 98055,USA
2014-05-20,294031,2,4.0,678,40685,1.0,0,0,3,458,220,1923,0,6094 Elm St,Lynnwood,WA 98132,USA
2014-05-20,1053217,8,2.5,5667,69590,2.5,0,3,4,5135,532,1948,0,5690 Main St,Kirkland,WA 98165,USA
2014-05-20,1013140,8,2.0,5691,9977,2.0,0,2,3,3343,2348,1968,0,3318 Oak St,Shoreline,WA 98165,USA
2014-05-20,324979,3,2.5,612,91568,2.0,0,2,3,576,36,1957,0,7348 Pine St,Kent,WA 98022,USA
2014-05-20,406523,7,2.0,1256,49967,2.0,0,3,3,704,552,1947,0,2101 Pine St,Woodinville,WA 98132,USA
